Year,Jurisdiction,Category,Stream,Fate,Tonnes
2009,SA,Total,C&I,Recycling,943131.0
2009,SA,Total,MSW,Disposal,254396.0
2009,SA,Total,MSW,Energy recovery,65767.0
2009,SA,Total,MSW,Recycling,337542.0
2009,SA,Total,Total,Disposal,513869.0
2009,SA,Total,Total,Energy recovery,159034.0
2009,SA,Total,Total,Recycling,2323080.0
2009,SA,Unclassified materials,C&D,Disposal,0.0
2009,SA,Unclassified materials,C&D,Energy recovery,0.0
2009,SA,Unclassified materials,C&D,Recycling,0.0
2009,SA,Unclassified materials,C&I,Disposal,0.0
2009,SA,Unclassified materials,C&I,Energy recovery,0.0
2009,SA,Unclassified materials,C&I,Recycling,0.0
2009,SA,Unclassified materials,MSW,Disposal,0.0
2009,SA,Unclassified materials,MSW,Energy recovery,0.0
2009,SA,Unclassified materials,MSW,Recycling,0.0
2009,SA,Unclassified materials,Total,Disposal,0.0
2009,SA,Unclassified materials,Total,Energy recovery,0.0
2009,SA,Unclassified materials,Total,Recycling,0.0
2009,Tas,Biosolids,C&I,Disposal,933.09104739699
2009,Tas,Biosolids,C&I,Recycling,47587.643417246494
2009,Tas,Biosolids,Total,Disposal,933.09104739699
2009,Tas,Biosolids,Total,Recycling,47587.643417246494
2009,Tas,Building and demolition materials,C&D,Disposal,22738.0
2009,Tas,Building and demolition materials,C&D,Recycling,0.0
2009,Tas,Building and demolition materials,C&I,Disposal,26518.0
2009,Tas,Building and demolition materials,C&I,Recycling,2354.0
2009,Tas,Building and demolition materials,MSW,Disposal,6056.0
2009,Tas,Building and demolition materials,MSW,Recycling,0.0
2009,Tas,Building and demolition materials,Total,Disposal,55312.0
2009,Tas,Building and demolition materials,Total,Recycling,2354.0
2009,Tas,Glass,C&D,Disposal,89.0
2009,Tas,Glass,C&D,Recycling,0.0
2009,Tas,Glass,C&I,Disposal,4443.0
2009,Tas,Glass,C&I,Recycling,3488.0
2009,Tas,Glass,MSW,Disposal,8171.0
2009,Tas,Glass,MSW,Recycling,17620.0
2009,Tas,Glass,Total,Disposal,12704.0
2009,Tas,Glass,Total,Recycling,21108.0
2009,Tas,Hazardous wastes,C&D,Disposal,11826.747563394427
2009,Tas,Hazardous wastes,C&D,Energy recovery,0.0
2009,Tas,Hazardous wastes,C&D,Recycling,684.170402944425
2009,Tas,Hazardous wastes,C&I,Disposal,170508.0611627743
2009,Tas,Hazardous wastes,C&I,Energy recovery,8438.514979348032
2009,Tas,Hazardous wastes,C&I,Recycling,633393.2375924023
2009,Tas,Hazardous wastes,Total,Disposal,182334.80872616873
2009,Tas,Hazardous wastes,Total,Energy recovery,8438.514979348032
2009,Tas,Hazardous wastes,Total,Recycling,634077.4079953467
2009,Tas,Metals,C&D,Disposal,982.0
2009,Tas,Metals,C&D,Recycling,0.0
2009,Tas,Metals,C&I,Disposal,4947.0
2009,Tas,Metals,C&I,Recycling,18746.0
2009,Tas,Metals,MSW,Disposal,5736.0
2009,Tas,Metals,MSW,Recycling,2524.0
2009,Tas,Metals,Total,Disposal,11665.0
2009,Tas,Metals,Total,Recycling,21270.0
2009,Tas,Organics,C&D,Disposal,3997.0
2009,Tas,Organics,C&D,Energy recovery,418.0
2009,Tas,Organics,C&D,Recycling,0.0
2009,Tas,Organics,C&I,Disposal,126378.0
2009,Tas,Organics,C&I,Energy recovery,28108.0
2009,Tas,Organics,C&I,Recycling,14715.0
2009,Tas,Organics,MSW,Disposal,146064.0
2009,Tas,Organics,MSW,Energy recovery,33597.0
2009,Tas,Organics,MSW,Recycling,25696.0
2009,Tas,Organics,Total,Disposal,276439.0
2009,Tas,Organics,Total,Energy recovery,62123.0
2009,Tas,Organics,Total,Recycling,40411.0
2009,Tas,Paper & cardboard,C&D,Disposal,650.0
2009,Tas,Paper & cardboard,C&D,Energy recovery,178.0
2009,Tas,Paper & cardboard,C&D,Recycling,0.0
2009,Tas,Paper & cardboard,C&I,Disposal,24731.0
2009,Tas,Paper & cardboard,C&I,Energy recovery,6776.0
2009,Tas,Paper & cardboard,C&I,Recycling,59261.0
2009,Tas,Paper & cardboard,MSW,Disposal,16224.0
2009,Tas,Paper & cardboard,MSW,Energy recovery,4445.0
2009,Tas,Paper & cardboard,MSW,Recycling,41093.0
2009,Tas,Paper & cardboard,Total,Disposal,41605.0
2009,Tas,Paper & cardboard,Total,Energy recovery,11399.0
2009,Tas,Paper & cardboard,Total,Recycling,100354.0
2009,Tas,Plastics,C&D,Disposal,743.0
2009,Tas,Plastics,C&D,Recycling,0.0
2009,Tas,Plastics,C&I,Disposal,40318.0
2009,Tas,Plastics,C&I,Recycling,1698.0
2009,Tas,Plastics,MSW,Disposal,24554.0
2009,Tas,Plastics,MSW,Recycling,465.0
2009,Tas,Plastics,Total,Disposal,65616.0
2009,Tas,Plastics,Total,Recycling,2163.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",C&D,Disposal,0.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",C&D,Energy recovery,0.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",C&D,Recycling,0.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",C&I,Disposal,13097.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",C&I,Energy recovery,2149.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",C&I,Recycling,622.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",MSW,Disposal,3415.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",MSW,Energy recovery,560.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",MSW,Recycling,0.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",Total,Disposal,16511.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",Total,Energy recovery,2709.0
2009,Tas,"Textiles, leather & rubber (excl. tyres)",Total,Recycling,622.0
2009,Tas,Total,C&D,Disposal,27199.0
2009,Tas,Total,C&D,Energy recovery,387.0
2009,Tas,Total,C&D,Recycling,0.0
2009,Tas,Total,C&I,Disposal,177244.0
2009,Tas,Total,C&I,Energy recovery,22979.0
2009,Tas,Total,C&I,Recycling,59825.0
2009,Tas,Total,MSW,Disposal,137189.0
2009,Tas,Total,MSW,Energy recovery,21804.0
2009,Tas,Total,MSW,Recycling,77326.0
2009,Tas,Total,Total,Disposal,341632.0
2009,Tas,Total,Total,Energy recovery,45170.0
2009,Tas,Total,Total,Recycling,137151.0
2009,Tas,Unclassified materials,C&D,Disposal,0.0
2009,Tas,Unclassified materials,C&D,Energy recovery,0.0
2009,Tas,Unclassified materials,C&D,Recycling,0.0
2009,Tas,Unclassified materials,C&I,Disposal,0.0
2009,Tas,Unclassified materials,C&I,Energy recovery,0.0
2009,Tas,Unclassified materials,C&I,Recycling,0.0
2009,Tas,Unclassified materials,MSW,Disposal,0.0
2009,Tas,Unclassified materials,MSW,Energy recovery,0.0
2009,Tas,Unclassified materials,MSW,Recycling,0.0
2009,Tas,Unclassified materials,Total,Disposal,0.0
2009,Tas,Unclassified materials,Total,Energy recovery,0.0
2009,Tas,Unclassified materials,Total,Recycling,0.0
2009,Vic,Ash,C&I,Long-term storage,3948227.3959521735
2009,Vic,Ash,C&I,Recycling,0.0
2009,Vic,Ash,Total,Long-term storage,3948227.3959521735
2009,Vic,Ash,Total,Recycling,0.0
2009,Vic,Biosolids,C&I,Disposal,851974.4034314356
2009,Vic,Biosolids,C&I,Recycling,458755.4480015423
2009,Vic,Biosolids,Total,Disposal,851974.4034314356
2009,Vic,Biosolids,Total,Recycling,458755.4480015423
2009,Vic,Building and demolition materials,C&D,Disposal,827095.0
2009,Vic,Building and demolition materials,C&D,Recycling,5799497.0
2009,Vic,Building and demolition materials,C&I,Disposal,188432.0
2009,Vic,Building and demolition materials,C&I,Recycling,529144.0
2009,Vic,Building and demolition materials,MSW,Disposal,35178.0
2009,Vic,Building and demolition materials,MSW,Recycling,412766.0
2009,Vic,Building and demolition materials,Total,Disposal,1050706.0
2009,Vic,Building and demolition materials,Total,Recycling,6741408.0
2009,Vic,Glass,C&D,Disposal,1034.0
2009,Vic,Glass,C&D,Recycling,32236.0
2009,Vic,Glass,C&I,Disposal,32488.0
2009,Vic,Glass,C&I,Recycling,62504.0
2009,Vic,Glass,MSW,Disposal,75769.0
2009,Vic,Glass,MSW,Recycling,217494.0
2009,Vic,Glass,Total,Disposal,109291.0
2009,Vic,Glass,Total,Recycling,312234.0
2009,Vic,Hazardous wastes,C&D,Disposal,674077.5267705003
2009,Vic,Hazardous wastes,C&D,Energy recovery,0.0
2009,Vic,Hazardous wastes,C&D,Recycling,16257.315469498615
2009,Vic,Hazardous wastes,C&I,Disposal,851673.6310567821
2009,Vic,Hazardous wastes,C&I,Energy recovery,118330.80263029961
2009,Vic,Hazardous wastes,C&I,Recycling,1219217.823315856
2009,Vic,Hazardous wastes,Total,Disposal,1525751.1578272823
2009,Vic,Hazardous wastes,Total,Energy recovery,118330.80263029961
2009,Vic,Hazardous wastes,Total,Recycling,1235475.1387853548
2009,Vic,Metals,C&D,Disposal,7237.0
2009,Vic,Metals,C&D,Recycling,257359.0
2009,Vic,Metals,C&I,Disposal,35737.0
2009,Vic,Metals,C&I,Recycling,1897285.0
2009,Vic,Metals,MSW,Disposal,46002.0
2009,Vic,Metals,MSW,Recycling,662732.0
2009,Vic,Metals,Total,Disposal,88977.0
2009,Vic,Metals,Total,Recycling,2817378.0
2009,Vic,Organics,C&D,Disposal,270816.0
2009,Vic,Organics,C&D,Energy recovery,29005.0
2009,Vic,Organics,C&D,Recycling,119793.0
2009,Vic,Organics,C&I,Disposal,1059473.0
2009,Vic,Organics,C&I,Energy recovery,158840.0
2009,Vic,Organics,C&I,Recycling,794012.0
2009,Vic,Organics,MSW,Disposal,1988062.0
2009,Vic,Organics,MSW,Energy recovery,376997.0
2009,Vic,Organics,MSW,Recycling,812474.0
2009,Vic,Organics,Total,Disposal,3318352.0
2009,Vic,Organics,Total,Energy recovery,564843.0
2009,Vic,Organics,Total,Recycling,1726280.0
2009,Vic,Paper & cardboard,C&D,Disposal,6806.0
2009,Vic,Paper & cardboard,C&D,Energy recovery,1465.0
2009,Vic,Paper & cardboard,C&D,Recycling,2.0
2009,Vic,Paper & cardboard,C&I,Disposal,251315.0
2009,Vic,Paper & cardboard,C&I,Energy recovery,54076.0
2009,Vic,Paper & cardboard,C&I,Recycling,1258335.0
2009,Vic,Paper & cardboard,MSW,Disposal,242728.0
2009,Vic,Paper & cardboard,MSW,Energy recovery,52228.0
2009,Vic,Paper & cardboard,MSW,Recycling,741430.0
2009,Vic,Paper & cardboard,Total,Disposal,500849.0
2009,Vic,Paper & cardboard,Total,Energy recovery,107769.0
2009,Vic,Paper & cardboard,Total,Recycling,1999766.0
2009,Vic,Plastics,C&D,Disposal,19644.0
2009,Vic,Plastics,C&D,Recycling,2941.0
2009,Vic,Plastics,C&I,Disposal,263156.0
2009,Vic,Plastics,C&I,Recycling,96754.0
2009,Vic,Plastics,MSW,Disposal,251660.0
2009,Vic,Plastics,MSW,Recycling,55111.0
2009,Vic,Plastics,Total,Disposal,534459.0
2009,Vic,Plastics,Total,Recycling,154806.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",C&D,Disposal,13120.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",C&D,Energy recovery,320.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",C&D,Recycling,0.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",C&I,Disposal,95528.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",C&I,Energy recovery,10825.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",C&I,Recycling,17140.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",MSW,Disposal,49602.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",MSW,Energy recovery,23460.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",MSW,Recycling,8996.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",Total,Disposal,158250.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",Total,Energy recovery,34606.0
2009,Vic,"Textiles, leather & rubber (excl. tyres)",Total,Recycling,26136.0
2009,Vic,Total,C&D,Disposal,1010345.0
2009,Vic,Total,C&D,Energy recovery,16287.0
2009,Vic,Total,C&D,Recycling,3107385.0
2009,Vic,Total,C&I,Disposal,1396392.0
2009,Vic,Total,C&I,Energy recovery,144321.0
2009,Vic,Total,C&I,Recycling,2375965.0
2009,Vic,Total,MSW,Disposal,1694970.0
2009,Vic,Total,MSW,Energy recovery,264187.0
2009,Vic,Total,MSW,Recycling,1483057.0
2009,Vic,Total,Total,Disposal,4101707.0
2009,Vic,Total,Total,Energy recovery,424796.0
2009,Vic,Total,Total,Recycling,6966407.0
2009,Vic,Unclassified materials,C&D,Disposal,0.0
2009,Vic,Unclassified materials,C&D,Energy recovery,0.0
2009,Vic,Unclassified materials,C&D,Recycling,0.0
2009,Vic,Unclassified materials,C&I,Disposal,0.0
2009,Vic,Unclassified materials,C&I,Energy recovery,0.0
2009,Vic,Unclassified materials,C&I,Recycling,0.0
2009,Vic,Unclassified materials,MSW,Disposal,0.0
2009,Vic,Unclassified materials,MSW,Energy recovery,0.0
2009,Vic,Unclassified materials,MSW,Recycling,0.0
2009,Vic,Unclassified materials,Total,Disposal,0.0
2009,Vic,Unclassified materials,Total,Energy recovery,0.0
2009,Vic,Unclassified materials,Total,Recycling,0.0
2009,WA,Ash,C&I,Long-term storage,1738130.0899523664
2009,WA,Ash,C&I,Recycling,1398113.3242600868
2009,WA,Ash,Total,Long-term storage,1738130.0899523664
2009,WA,Ash,Total,Recycling,1398113.3242600868
2009,WA,Biosolids,C&I,Disposal,36346.37183420535
2009,WA,Biosolids,C&I,Recycling,287136.3374902223
2009,WA,Biosolids,Total,Disposal,36346.37183420535
2009,WA,Biosolids,Total,Recycling,287136.3374902223
2009,WA,Building and demolition materials,C&D,Disposal,1858177.0
2009,WA,Building and demolition materials,C&D,Recycling,0.0
2009,WA,Building and demolition materials,C&I,Disposal,184991.0
2009,WA,Building and demolition materials,C&I,Recycling,0.0
2009,WA,Building and demolition materials,MSW,Disposal,96823.0
2009,WA,Building and demolition materials,MSW,Recycling,0.0
2009,WA,Building and demolition materials,Total,Disposal,2139991.0
2009,WA,Building and demolition materials,Total,Recycling,872596.0
2009,WA,Glass,C&D,Disposal,7273.0
2009,WA,Glass,C&D,Recycling,0.0
2009,WA,Glass,C&I,Disposal,30998.0
2009,WA,Glass,C&I,Recycling,0.0
2009,WA,Glass,MSW,Disposal,92212.0
2009,WA,Glass,MSW,Recycling,0.0
2009,WA,Glass,Total,Disposal,130483.0
2009,WA,Glass,Total,Recycling,55488.0
2009,WA,Hazardous wastes,C&D,Disposal,25684.08294092617
2009,WA,Hazardous wastes,C&D,Energy recovery,0.0
2009,WA,Hazardous wastes,C&D,Recycling,16311.406472673832
2009,WA,Hazardous wastes,C&I,Disposal,312100.4408216855
2009,WA,Hazardous wastes,C&I,Energy recovery,53035.67976573497
2009,WA,Hazardous wastes,C&I,Recycling,981083.8670479425
2009,WA,Hazardous wastes,Total,Disposal,337784.5237626116
2009,WA,Hazardous wastes,Total,Energy recovery,53035.67976573497
2009,WA,Hazardous wastes,Total,Recycling,997395.2735206163
2009,WA,Metals,C&D,Disposal,80239.0
2009,WA,Metals,C&D,Recycling,0.0
2009,WA,Metals,C&I,Disposal,34509.0
2009,WA,Metals,C&I,Recycling,0.0
2009,WA,Metals,MSW,Disposal,27664.0
2009,WA,Metals,MSW,Recycling,0.0
2009,WA,Metals,Total,Disposal,142411.0
2009,WA,Metals,Total,Recycling,900586.0
2009,WA,Organics,C&D,Disposal,341550.0
2009,WA,Organics,C&D,Energy recovery,19154.0
2009,WA,Organics,C&D,Recycling,0.0
2009,WA,Organics,C&I,Disposal,989427.0
2009,WA,Organics,C&I,Energy recovery,88271.0
2009,WA,Organics,C&I,Recycling,0.0
2009,WA,Organics,MSW,Disposal,1618312.0
2009,WA,Organics,MSW,Energy recovery,133720.0
2009,WA,Organics,MSW,Recycling,0.0
2009,WA,Organics,Total,Disposal,2949291.0
2009,WA,Organics,Total,Energy recovery,241144.0
2009,WA,Organics,Total,Recycling,919084.0
2009,WA,Paper & cardboard,C&D,Disposal,60805.0
2009,WA,Paper & cardboard,C&D,Energy recovery,6827.0
2009,WA,Paper & cardboard,C&D,Recycling,0.0
2009,WA,Paper & cardboard,C&I,Disposal,197607.0
2009,WA,Paper & cardboard,C&I,Energy recovery,22186.0
2009,WA,Paper & cardboard,C&I,Recycling,0.0
2009,WA,Paper & cardboard,MSW,Disposal,136792.0
2009,WA,Paper & cardboard,MSW,Energy recovery,15358.0
2009,WA,Paper & cardboard,MSW,Recycling,0.0
2009,WA,Paper & cardboard,Total,Disposal,395205.0
2009,WA,Paper & cardboard,Total,Energy recovery,44371.0
2009,WA,Paper & cardboard,Total,Recycling,907716.0
2009,WA,Plastics,C&D,Disposal,60732.0
2009,WA,Plastics,C&D,Recycling,0.0
2009,WA,Plastics,C&I,Disposal,281261.0
2009,WA,Plastics,C&I,Recycling,0.0
2009,WA,Plastics,MSW,Disposal,119876.0
2009,WA,Plastics,MSW,Recycling,0.0
2009,WA,Plastics,Total,Disposal,461869.0
2009,WA,Plastics,Total,Recycling,27876.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",C&D,Disposal,0.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",C&D,Energy recovery,0.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",C&D,Recycling,0.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",C&I,Disposal,104779.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",C&I,Energy recovery,1573.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",C&I,Recycling,0.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",MSW,Disposal,18170.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",MSW,Energy recovery,273.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",MSW,Recycling,0.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",Total,Disposal,122949.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",Total,Energy recovery,1845.0
2009,WA,"Textiles, leather & rubber (excl. tyres)",Total,Recycling,42358.0
2009,WA,Total,C&D,Disposal,2238002.0
2009,WA,Total,C&D,Energy recovery,16404.0
2009,WA,Total,C&D,Recycling,912797.0
2009,WA,Total,C&I,Disposal,1328859.0
2009,WA,Total,C&I,Energy recovery,67894.0
2009,WA,Total,C&I,Recycling,558856.0
2009,WA,Total,MSW,Disposal,1300692.0
2009,WA,Total,MSW,Energy recovery,82491.0
2009,WA,Total,MSW,Recycling,391199.0
2009,WA,Total,Total,Disposal,4867553.0
2009,WA,Total,Total,Energy recovery,166789.0
2009,WA,Total,Total,Recycling,1862852.0
2009,WA,Unclassified materials,C&D,Disposal,0.0
2009,WA,Unclassified materials,C&D,Energy recovery,0.0
2009,WA,Unclassified materials,C&D,Recycling,0.0
2009,WA,Unclassified materials,C&I,Disposal,0.0
2009,WA,Unclassified materials,C&I,Energy recovery,0.0
2009,WA,Unclassified materials,C&I,Recycling,0.0
2009,WA,Unclassified materials,MSW,Disposal,0.0
2009,WA,Unclassified materials,MSW,Energy recovery,0.0
2009,WA,Unclassified materials,MSW,Recycling,0.0
2009,WA,Unclassified materials,Total,Disposal,0.0
2009,WA,Unclassified materials,Total,Energy recovery,0.0
2009,WA,Unclassified materials,Total,Recycling,0.0
2010,ACT,Biosolids,C&I,Disposal,65151.54983168892
2010,ACT,Biosolids,C&I,Recycling,0.0
2010,ACT,Biosolids,Total,Disposal,65151.54983168892
2010,ACT,Biosolids,Total,Recycling,0.0
2010,ACT,Building and demolition materials,C&D,Disposal,17128.0
2010,ACT,Building and demolition materials,C&D,Recycling,0.0
2010,ACT,Building and demolition materials,C&I,Disposal,2125.0
2010,ACT,Building and demolition materials,C&I,Recycling,0.0
2010,ACT,Building and demolition materials,MSW,Disposal,1198.0
2010,ACT,Building and demolition materials,MSW,Recycling,0.0
2010,ACT,Building and demolition materials,Total,Disposal,20451.0
2010,ACT,Building and demolition materials,Total,Recycling,552469.0
2010,ACT,Glass,C&D,Disposal,701.0
2010,ACT,Glass,C&D,Recycling,0.0
2010,ACT,Glass,C&I,Disposal,3851.0
2010,ACT,Glass,C&I,Recycling,0.0
2010,ACT,Glass,MSW,Disposal,3506.0
2010,ACT,Glass,MSW,Recycling,0.0
2010,ACT,Glass,Total,Disposal,8057.0
2010,ACT,Glass,Total,Recycling,29558.0
2010,ACT,Hazardous wastes,C&D,Disposal,2363.1333184626433
2010,ACT,Hazardous wastes,C&D,Energy recovery,0.0
2010,ACT,Hazardous wastes,C&D,Recycling,35.43859902816825
2010,ACT,Hazardous wastes,C&I,Disposal,12157.383218652612
2010,ACT,Hazardous wastes,C&I,Energy recovery,3416.1908472752966
2010,ACT,Hazardous wastes,C&I,Recycling,17938.645120257577
2010,ACT,Hazardous wastes,Total,Disposal,14520.516537115258
2010,ACT,Hazardous wastes,Total,Energy recovery,3416.1908472752966
2010,ACT,Hazardous wastes,Total,Recycling,17974.083719285747
2010,ACT,Metals,C&D,Disposal,2647.0
2010,ACT,Metals,C&D,Recycling,0.0
2010,ACT,Metals,C&I,Disposal,3652.0
2010,ACT,Metals,C&I,Recycling,0.0
2010,ACT,Metals,MSW,Disposal,2263.0
2010,ACT,Metals,MSW,Recycling,0.0
2010,ACT,Metals,Total,Disposal,8562.0
2010,ACT,Metals,Total,Recycling,9296.0
2010,ACT,Organics,C&D,Disposal,23325.0
2010,ACT,Organics,C&D,Energy recovery,2055.0
2010,ACT,Organics,C&D,Recycling,0.0
2010,ACT,Organics,C&I,Disposal,65293.0
2010,ACT,Organics,C&I,Energy recovery,7740.0
2010,ACT,Organics,C&I,Recycling,0.0
2010,ACT,Organics,MSW,Disposal,75468.0
2010,ACT,Organics,MSW,Energy recovery,17722.0
2010,ACT,Organics,MSW,Recycling,0.0
2010,ACT,Organics,Total,Disposal,164086.0
2010,ACT,Organics,Total,Energy recovery,27516.0
2010,ACT,Organics,Total,Recycling,572049.0
2010,ACT,Paper & cardboard,C&D,Disposal,2047.0
2010,ACT,Paper & cardboard,C&D,Energy recovery,756.0
2010,ACT,Paper & cardboard,C&D,Recycling,0.0
2010,ACT,Paper & cardboard,C&I,Disposal,22790.0
2010,ACT,Paper & cardboard,C&I,Energy recovery,8416.0
2010,ACT,Paper & cardboard,C&I,Recycling,0.0
2010,ACT,Paper & cardboard,MSW,Disposal,7648.0
2010,ACT,Paper & cardboard,MSW,Energy recovery,2824.0
2010,ACT,Paper & cardboard,MSW,Recycling,0.0
2010,ACT,Paper & cardboard,Total,Disposal,32485.0
2010,ACT,Paper & cardboard,Total,Energy recovery,11996.0
2010,ACT,Paper & cardboard,Total,Recycling,52114.0
2010,ACT,Plastics,C&D,Disposal,2647.0
2010,ACT,Plastics,C&D,Recycling,0.0
2010,ACT,Plastics,C&I,Disposal,19586.0
2010,ACT,Plastics,C&I,Recycling,745.0
2010,ACT,Plastics,MSW,Disposal,8165.0
2010,ACT,Plastics,MSW,Recycling,1329.0
2010,ACT,Plastics,Total,Disposal,30398.0
2010,ACT,Plastics,Total,Recycling,2074.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",C&D,Disposal,5184.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",C&D,Energy recovery,1901.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",C&D,Recycling,0.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",C&I,Disposal,14671.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",C&I,Energy recovery,5380.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",C&I,Recycling,0.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",MSW,Disposal,2825.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",MSW,Energy recovery,1036.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",MSW,Recycling,0.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",Total,Disposal,22680.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",Total,Energy recovery,8317.0
2010,ACT,"Textiles, leather & rubber (excl. tyres)",Total,Recycling,2247.0
2010,ACT,Total,C&D,Disposal,42016.0
2010,ACT,Total,C&D,Energy recovery,3684.0
2010,ACT,Total,C&D,Recycling,276234.0
2010,ACT,Total,C&I,Disposal,99320.0
2010,ACT,Total,C&I,Energy recovery,17666.0
2010,ACT,Total,C&I,Recycling,239464.0
2010,ACT,Total,MSW,Disposal,63339.0
2010,ACT,Total,MSW,Energy recovery,12721.0
2010,ACT,Total,MSW,Recycling,120254.0
2010,ACT,Total,Total,Disposal,204676.0
2010,ACT,Total,Total,Energy recovery,34071.0
2010,ACT,Total,Total,Recycling,635952.0
2010,ACT,Unclassified materials,C&D,Disposal,0.0
2010,ACT,Unclassified materials,C&D,Energy recovery,0.0
2010,ACT,Unclassified materials,C&D,Recycling,0.0
2010,ACT,Unclassified materials,C&I,Disposal,0.0
2010,ACT,Unclassified materials,C&I,Energy recovery,0.0
2010,ACT,Unclassified materials,C&I,Recycling,0.0
2010,ACT,Unclassified materials,MSW,Disposal,0.0
2010,ACT,Unclassified materials,MSW,Energy recovery,0.0
2010,ACT,Unclassified materials,MSW,Recycling,0.0
2010,ACT,Unclassified materials,Total,Disposal,0.0
2010,ACT,Unclassified materials,Total,Energy recovery,0.0
2010,ACT,Unclassified materials,Total,Recycling,62.0
2010,NSW,Ash,C&I,Long-term storage,5433092.4422625275
2010,NSW,Ash,C&I,Recycling,13058139.930364762
2010,NSW,Ash,Total,Long-term storage,5433092.4422625275
2010,NSW,Ash,Total,Recycling,13058139.930364762
2010,NSW,Biosolids,C&I,Disposal,253764.49347998766
2010,NSW,Biosolids,C&I,Recycling,1001701.9479473196
2010,NSW,Biosolids,Total,Disposal,253764.49347998766
2010,NSW,Biosolids,Total,Recycling,1001701.9479473196
2010,NSW,Building and demolition materials,C&D,Disposal,716832.0
2010,NSW,Building and demolition materials,C&D,Recycling,3379500.0
2010,NSW,Building and demolition materials,C&I,Disposal,299107.0
2010,NSW,Building and demolition materials,C&I,Recycling,712500.0
2010,NSW,Building and demolition materials,MSW,Disposal,89187.0
2010,NSW,Building and demolition materials,MSW,Recycling,215000.0
2010,NSW,Building and demolition materials,Total,Disposal,1105127.0
2010,NSW,Building and demolition materials,Total,Recycling,4307000.0
2010,NSW,Glass,C&D,Disposal,3626.0
2010,NSW,Glass,C&D,Recycling,20000.0
2010,NSW,Glass,C&I,Disposal,44200.0
2010,NSW,Glass,C&I,Recycling,189000.0
2010,NSW,Glass,MSW,Disposal,94801.0
2010,NSW,Glass,MSW,Recycling,390000.0
2010,NSW,Glass,Total,Disposal,142627.0
2010,NSW,Glass,Total,Recycling,599000.0
2010,NSW,Hazardous wastes,C&D,Disposal,1078152.0292985272
2010,NSW,Hazardous wastes,C&D,Energy recovery,0.0
2010,NSW,Hazardous wastes,C&D,Recycling,277874.0895156849
2010,NSW,Hazardous wastes,C&I,Disposal,986062.8473273044
2010,NSW,Hazardous wastes,C&I,Energy recovery,187220.52123919685
2010,NSW,Hazardous wastes,C&I,Recycling,849823.08464103
2010,NSW,Hazardous wastes,Total,Disposal,2064214.8766258317
2010,NSW,Hazardous wastes,Total,Energy recovery,187220.52123919685
2010,NSW,Hazardous wastes,Total,Recycling,1127697.1741567147
2010,NSW,Metals,C&D,Disposal,47749.0
2010,NSW,Metals,C&D,Recycling,871505.0
2010,NSW,Metals,C&I,Disposal,47227.0
2010,NSW,Metals,C&I,Recycling,854045.0
2010,NSW,Metals,MSW,Disposal,63616.0
2010,NSW,Metals,MSW,Recycling,304303.0
